id,theme,statement,I_statement,total,total_rating,Faith_and_Flag_Conservatives,Faith_and_Flag_Conservatives_rating,Committed_Conservatives,Committed_Conservatives_rating,Populist_Right,Populist_Right_rating,Ambivalent_Right,Ambivalent_Right_rating,Stressed_Sideliners,Stressed_Sideliners_rating,Outsider_Left,Outsider_Left_rating,Democratic_Mainstays,Democratic_Mainstays_rating,Establishment_Liberals,Establishment_Liberals_rating,Progressive_Left,Progressive_Left_rating
173,economics_finances,I am personally somewhat concerned about employers being unable to find workers to hire,1,37,2,30,2,35,2,33,2,43,3,36,2,38,2,36,2,45,3,37,2
174,economics_finances,I am personally somewhat concerned about people facing eviction or foreclosure,1,37,2,33,2,33,2,33,2,39,2,38,2,43,3,34,2,42,3,32,2
175,economics_finances,I am personally somewhat concerned about people who want to work being unable to find jobs,1,32,2,24,2,26,2,30,2,27,2,32,2,37,2,30,2,41,3,39,2
176,economics_finances,I am personally somewhat concerned about rising prices for food and consumer goods,1,30,2,18,1,31,2,19,1,35,2,25,2,37,2,25,2,42,3,41,3
177,economics_finances,I am personally very concerned about employers being unable to find workers to hire,1,42,3,58,3,53,3,56,3,37,2,46,3,22,2,46,3,30,2,18,1
178,economics_finances,I am personally very concerned about people facing eviction or foreclosure,1,35,2,12,1,17,1,26,2,18,1,38,2,42,3,52,3,42,3,60,4
179,economics_finances,I am personally very concerned about people who want to work being unable to find jobs,1,29,2,18,1,19,1,26,2,19,1,34,2,31,2,43,3,28,2,37,2
180,economics_finances,I am personally very concerned about rising prices for food and consumer goods,1,63,4,79,4,64,4,79,4,54,3,70,4,55,3,69,4,46,3,49,3
181,economics_finances,I do not have a savings account,1,26,2,22,2,19,1,26,2,26,2,33,2,27,2,26,2,22,2,16,1
182,economics_finances,"I do not have an IRA, 401K or a similar kind of retirement account",1,43,3,33,2,27,2,42,3,40,3,50,3,50,3,46,3,38,2,36,2
183,economics_finances,"I do not have personal investments in stocks, bonds or mutual funds other than those held in an IRA or 401K",1,58,3,49,3,43,3,59,3,51,3,66,4,65,4,64,4,52,3,57,3
184,economics_finances,I have a savings account,1,72,4,76,4,76,4,70,4,72,4,64,4,72,4,72,4,76,4,83,5
185,economics_finances,"I have an IRA, 401K or a similar kind of retirement account",1,54,3,64,4,69,4,54,3,59,3,46,3,49,3,51,3,60,4,62,4
186,economics_finances,"I have personal investments in stocks, bonds or mutual funds other than those held in an IRA or 401K",1,39,2,48,3,53,3,37,2,47,3,31,2,34,2,34,2,45,3,43,3
187,economics_finances,I pay about the right amount of taxes,1,44,3,38,2,33,2,26,2,38,2,42,3,52,3,44,3,59,3,58,3
188,economics_finances,I pay less than my fair share of taxes,1,6,1,4,1,4,1,2,1,13,1,8,1,8,1,7,1,5,1,3,1
189,economics_finances,I pay more than my fair share of taxes,1,49,3,57,3,63,4,72,4,48,3,49,3,39,2,48,3,34,2,39,2
190,economics_finances,I somewhat favor raising the federal minimum wage to $15.00 an hour,1,21,2,6,1,10,1,12,1,20,1,33,2,28,2,25,2,31,2,18,1
191,economics_finances,I somewhat oppose raising the federal minimum wage to $15.00 an hour,1,17,1,21,2,24,2,31,2,26,2,20,1,12,1,11,1,8,1,2,1
192,economics_finances,I strongly favor raising the federal minimum wage to $15.00 an hour,1,40,3,3,1,11,1,16,1,21,2,41,3,59,3,59,3,59,3,80,5
193,economics_finances,I strongly oppose raising the federal minimum wage to $15.00 an hour,1,21,2,68,4,56,3,41,3,32,2,5,1,1,1,4,1,1,1,0,1
194,economics_finances,Most corporations make a fair and reasonable amount of profit,0,34,2,80,5,76,4,17,1,70,4,20,1,14,1,18,1,23,2,6,1
195,economics_finances,My personal financial situation is in excellent shape,0,9,1,10,1,12,1,5,1,12,1,6,1,7,1,8,1,15,1,12,1
196,economics_finances,My personal financial situation is in good shape,0,41,3,51,3,57,3,41,3,42,3,31,2,38,2,38,2,48,3,45,3
197,economics_finances,My personal financial situation is in only fair shape,0,36,2,31,2,24,2,38,2,36,2,43,3,41,3,35,2,29,2,34,2
198,economics_finances,My personal financial situation is in poor shape,0,13,1,7,1,6,1,14,1,9,1,20,1,14,1,19,1,7,1,9,1
199,economics_finances,"Tax rates on household income over $400,000 should be kept the same as they are now",0,24,2,51,3,45,3,29,2,38,2,20,1,13,1,13,1,12,1,6,1
200,economics_finances,"Tax rates on household income over $400,000 should be lowered a little",0,7,1,13,1,11,1,7,1,9,1,8,1,4,1,5,1,5,1,2,1
201,economics_finances,"Tax rates on household income over $400,000 should be lowered a lot",0,5,1,10,1,7,1,5,1,9,1,4,1,2,1,5,1,2,1,1,1
202,economics_finances,"Tax rates on household income over $400,000 should be raised a little",0,35,2,19,1,28,2,38,2,32,2,39,2,38,2,39,2,44,3,33,2
203,economics_finances,"Tax rates on household income over $400,000 should be raised a lot",0,26,2,5,1,6,1,19,1,10,1,26,2,40,3,37,2,36,2,58,3
204,economics_finances,Tax rates on large businesses and corporations should be kept the same as they are now,0,21,2,49,3,47,3,28,2,33,2,17,1,7,1,7,1,6,1,1,1
205,economics_finances,Tax rates on large businesses and corporations should be lowered a little,0,7,1,17,1,11,1,9,1,12,1,7,1,2,1,2,1,3,1,0,1
206,economics_finances,Tax rates on large businesses and corporations should be lowered a lot,0,5,1,12,1,9,1,5,1,7,1,3,1,2,1,2,1,1,1,0,1
207,economics_finances,Tax rates on large businesses and corporations should be raised a little,0,29,2,16,1,22,2,34,2,30,2,37,2,23,2,33,2,36,2,14,1
208,economics_finances,Tax rates on large businesses and corporations should be raised a lot,0,37,2,5,1,9,1,22,2,16,1,33,2,64,4,53,3,54,3,84,5
209,economics_finances,The amount I pay in taxes bothers me a lot,1,33,2,37,2,40,3,51,3,38,2,34,2,22,2,35,2,21,2,22,2
210,economics_finances,The amount I pay in taxes bothers me some,1,33,2,40,3,34,2,28,2,33,2,35,2,33,2,31,2,30,2,25,2
211,economics_finances,The amount I pay in taxes does not bother me at all,1,10,1,6,1,7,1,9,1,9,1,11,1,11,1,10,1,14,1,16,1
212,economics_finances,The amount I pay in taxes does not bother me too much,1,24,2,17,1,19,1,11,1,20,1,20,1,34,2,24,2,33,2,37,2
213,economics_finances,The complexity of the tax system bothers me a lot,0,47,3,55,3,48,3,58,3,46,3,38,2,49,3,50,3,41,3,48,3
214,economics_finances,The complexity of the tax system bothers me some,0,35,2,28,2,33,2,30,2,31,2,38,2,38,2,33,2,42,3,38,2
215,economics_finances,The complexity of the tax system does not bother me at all,0,4,1,4,1,6,1,5,1,4,1,7,1,1,1,3,1,4,1,2,1
216,economics_finances,The complexity of the tax system does not bother me too much,0,12,1,13,1,13,1,6,1,18,1,16,1,12,1,12,1,12,1,12,1
217,economics_finances,The economic system in this country is generally fair to most Americans,0,28,2,74,4,71,4,12,1,59,3,15,1,6,1,13,1,16,1,2,1
218,economics_finances,The economic system in this country unfairly favors powerful interests,0,71,4,25,2,28,2,87,5,40,3,83,5,94,5,85,5,83,5,97,5
219,economics_finances,The fact that there are some people in this country who have personal fortunes of a billion dollars or more is a bad thing for the country,0,29,2,7,1,8,1,21,2,18,1,26,2,55,3,29,2,39,2,73,4
220,economics_finances,The fact that there are some people in this country who have personal fortunes of a billion dollars or more is a good thing for the country,0,15,1,28,2,27,2,11,1,22,2,14,1,5,1,11,1,12,1,2,1
221,economics_finances,The fact that there are some people in this country who have personal fortunes of a billion dollars or more is neither a good nor a bad thing for the country,0,55,3,64,4,64,4,68,4,59,3,59,3,39,2,58,3,49,3,25,2
222,economics_finances,The feeling that some corporations don’t pay their fair share bothers me a lot,0,59,3,18,1,23,2,51,3,34,2,61,4,75,4,82,5,75,4,96,5
223,economics_finances,The feeling that some corporations don’t pay their fair share bothers me some,0,22,2,31,2,35,2,32,2,31,2,28,2,16,1,11,1,17,1,3,1
224,economics_finances,The feeling that some corporations don’t pay their fair share does not bother me at all,0,6,1,22,2,16,1,5,1,11,1,3,1,2,1,3,1,2,1,1,1
225,economics_finances,The feeling that some corporations don’t pay their fair share does not bother me too much,0,12,1,29,2,24,2,12,1,23,2,7,1,7,1,4,1,4,1,1,1
226,economics_finances,The feeling that some poor people don’t pay their fair share bothers me a lot,0,13,1,19,1,21,2,20,1,12,1,15,1,5,1,10,1,9,1,6,1
227,economics_finances,The feeling that some poor people don’t pay their fair share bothers me some,0,19,1,28,2,28,2,22,2,27,2,23,2,10,1,17,1,7,1,5,1
228,economics_finances,The feeling that some poor people don’t pay their fair share does not bother me at all,0,37,2,19,1,21,2,23,2,24,2,27,2,55,3,42,3,52,3,74,4
229,economics_finances,The feeling that some poor people don’t pay their fair share does not bother me too much,0,31,2,33,2,28,2,35,2,36,2,34,2,30,2,29,2,31,2,15,1
230,economics_finances,The feeling that some wealthy people don’t pay their fair share bothers me a lot,0,59,3,18,1,25,2,50,3,33,2,62,4,74,4,82,5,76,4,93,5
231,economics_finances,The feeling that some wealthy people don’t pay their fair share bothers me some,0,21,2,29,2,27,2,29,2,30,2,27,2,19,1,10,1,17,1,3,1
232,economics_finances,The feeling that some wealthy people don’t pay their fair share does not bother me at all,0,7,1,25,2,20,1,4,1,12,1,3,1,1,1,3,1,2,1,1,1
233,economics_finances,The feeling that some wealthy people don’t pay their fair share does not bother me too much,0,12,1,29,2,27,2,16,1,23,2,8,1,5,1,5,1,4,1,2,1
234,elected_officials_and_parties,Donald Trump should run for President himself,0,21,2,55,3,42,3,57,3,21,2,19,1,3,1,4,1,1,1,0,1
235,elected_officials_and_parties,Donald Trump should support another presidential candidate who shares his views,0,12,1,27,2,25,2,24,2,13,1,12,1,3,1,2,1,2,1,1,1
236,elected_officials_and_parties,I am not at all confident that Joe Biden can bring the country closer together,1,37,2,89,5,69,4,82,5,49,3,31,2,23,2,8,1,2,1,10,1
237,elected_officials_and_parties,I am not at all confident that Joe Biden can handle the public health impact of the coronavirus outbreak. ,1,30,2,81,5,50,3,74,4,38,2,25,2,11,1,5,1,1,1,4,1
238,elected_officials_and_parties,I am not at all confident that Joe Biden can make good decisions about economic policy,1,32,2,86,5,65,4,78,4,46,3,21,2,13,1,4,1,1,1,7,1
239,elected_officials_and_parties,I am not at all confident that Joe Biden can make good decisions about foreign policy,1,34,2,89,5,65,4,80,5,47,3,26,2,13,1,6,1,1,1,6,1
240,elected_officials_and_parties,I am not at all confident that Joe Biden can make wise decisions about immigration policy,1,37,2,93,5,74,4,86,5,46,3,29,2,15,1,6,1,1,1,6,1
241,elected_officials_and_parties,I am not at all confident that Joe Biden can use military force wisely,1,34,2,86,5,66,4,78,4,47,3,26,2,16,1,6,1,1,1,8,1
242,elected_officials_and_parties,I am not too confident that Joe Biden can bring the country closer together,1,28,2,9,1,19,1,14,1,33,2,35,2,38,2,27,2,31,2,38,2
243,elected_officials_and_parties,I am not too confident that Joe Biden can handle the public health impact of the coronavirus outbreak. ,1,19,1,15,1,30,2,21,2,30,2,25,2,25,2,12,1,6,1,5,1
244,elected_officials_and_parties,I am not too confident that Joe Biden can make good decisions about economic policy,1,19,1,13,1,23,2,18,1,27,2,35,2,22,2,11,1,7,1,9,1
245,elected_officials_and_parties,I am not too confident that Joe Biden can make good decisions about foreign policy,1,20,1,10,1,21,2,18,1,28,2,33,2,29,2,11,1,12,1,11,1
246,elected_officials_and_parties,I am not too confident that Joe Biden can make wise decisions about immigration policy,1,20,1,6,1,18,1,13,1,31,2,34,2,28,2,16,1,12,1,14,1
247,elected_officials_and_parties,I am not too confident that Joe Biden can use military force wisely,1,20,1,10,1,22,2,17,1,25,2,34,2,27,2,13,1,11,1,13,1
248,elected_officials_and_parties,I am somewhat confident that Joe Biden can bring the country closer together,1,25,2,2,1,8,1,3,1,12,1,26,2,35,2,44,3,46,3,42,3
249,elected_officials_and_parties,I am somewhat confident that Joe Biden can handle the public health impact of the coronavirus outbreak. ,1,30,2,4,1,15,1,5,1,25,2,36,2,46,3,44,3,41,3,48,3
250,elected_officials_and_parties,I am somewhat confident that Joe Biden can make good decisions about economic policy,1,31,2,1,1,8,1,3,1,19,1,33,2,53,3,44,3,49,3,49,3
251,elected_officials_and_parties,I am somewhat confident that Joe Biden can make good decisions about foreign policy,1,29,2,1,1,11,1,2,1,20,1,30,2,47,3,45,3,47,3,51,3
252,elected_officials_and_parties,I am somewhat confident that Joe Biden can make wise decisions about immigration policy,1,29,2,0,1,4,1,1,1,16,1,27,2,46,3,46,3,52,3,55,3
253,elected_officials_and_parties,I am somewhat confident that Joe Biden can use military force wisely,1,28,2,3,1,8,1,5,1,20,1,28,2,45,3,41,3,48,3,45,3
254,elected_officials_and_parties,I am very confident that Joe Biden can bring the country closer together,1,9,1,0,1,4,1,0,1,5,1,7,1,3,1,21,2,20,1,8,1
255,elected_officials_and_parties,I am very confident that Joe Biden can handle the public health impact of the coronavirus outbreak. ,1,21,2,0,1,5,1,0,1,7,1,14,1,18,1,39,2,52,3,41,3
256,elected_officials_and_parties,I am very confident that Joe Biden can make good decisions about economic policy,1,17,1,0,1,4,1,0,1,7,1,10,1,11,1,39,2,44,3,34,2
257,elected_officials_and_parties,I am very confident that Joe Biden can make good decisions about foreign policy,1,17,1,0,1,3,1,1,1,6,1,11,1,9,1,37,2,40,3,31,2
258,elected_officials_and_parties,I am very confident that Joe Biden can make wise decisions about immigration policy,1,14,1,0,1,3,1,0,1,5,1,9,1,9,1,32,2,36,2,24,2
259,elected_officials_and_parties,I am very confident that Joe Biden can use military force wisely,1,17,1,0,1,3,1,0,1,7,1,12,1,10,1,39,2,40,3,32,2
260,elected_officials_and_parties,I approve of the job the DEMOCRATIC leaders in Congress are doing,1,39,2,1,1,6,1,3,1,20,1,31,2,45,3,70,4,83,5,72,4
261,elected_officials_and_parties,I approve of the job the REPUBLICAN leaders in Congress are doing,1,27,2,52,3,61,4,54,3,27,2,31,2,12,1,9,1,11,1,3,1
262,elected_officials_and_parties,I approve of the way Joe Biden is handling his job as president?,1,44,3,1,1,8,1,2,1,20,1,39,2,62,4,79,4,87,5,82,5
263,elected_officials_and_parties,I disapprove of the job the DEMOCRATIC leaders in Congress are doing,1,58,3,97,5,94,5,95,5,77,4,64,4,51,3,28,2,15,1,26,2
264,elected_officials_and_parties,I disapprove of the job the REPUBLICAN leaders in Congress are doing,1,70,4,45,3,36,2,44,3,70,4,62,4,85,5,89,5,87,5,96,5
265,elected_officials_and_parties,I disapprove of the way Joe Biden is handling his job as president?=,1,53,3,98,5,91,5,96,5,77,4,58,3,34,2,18,1,10,1,16,1
266,elected_officials_and_parties,"I dislike it a little when political leaders have a degree from a prestigious university, such as Harvard or Stanford",1,6,1,10,1,4,1,7,1,7,1,5,1,5,1,5,1,3,1,5,1
267,elected_officials_and_parties,I dislike it a little when political leaders have not been vaccinated against COVID-19,1,9,1,5,1,11,1,6,1,10,1,12,1,12,1,9,1,12,1,8,1
268,elected_officials_and_parties,I dislike it a little when political leaders have served in the military,1,3,1,0,1,1,1,1,1,3,1,2,1,5,1,3,1,2,1,8,1
269,elected_officials_and_parties,I dislike it a little when political leaders identify as democratic socialist,1,9,1,4,1,10,1,6,1,12,1,12,1,8,1,12,1,10,1,3,1
270,elected_officials_and_parties,I dislike it a little when political leaders publicly assert that Donald Trump is the legitimate winner of the 2020 election,1,7,1,5,1,11,1,5,1,14,1,10,1,8,1,4,1,2,1,2,1
271,elected_officials_and_parties,"I dislike it a lot when political leaders have a degree from a prestigious university, such as Harvard or Stanford",1,6,1,10,1,3,1,10,1,7,1,6,1,3,1,6,1,2,1,1,1
272,elected_officials_and_parties,I dislike it a lot when political leaders have not been vaccinated against COVID-19,1,38,2,10,1,22,2,16,1,24,2,30,2,52,3,55,3,66,4,74,4
273,elected_officials_and_parties,I dislike it a lot when political leaders have served in the military,1,3,1,1,1,1,1,2,1,5,1,3,1,4,1,5,1,3,1,2,1
274,elected_officials_and_parties,I dislike it a lot when political leaders identify as democratic socialist,1,34,2,86,5,79,4,73,4,50,3,23,2,7,1,12,1,6,1,2,1
275,elected_officials_and_parties,I dislike it a lot when political leaders publicly assert that Donald Trump is the legitimate winner of the 2020 election,1,50,3,4,1,13,1,4,1,32,2,43,3,74,4,83,5,89,5,94,5
276,elected_officials_and_parties,I feel cold towards Democrats,1,10,1,10,1,23,2,13,1,21,2,12,1,11,1,2,1,1,1,2,1
277,elected_officials_and_parties,I feel cold towards Donald Trump,1,7,1,2,1,6,1,4,1,13,1,12,1,10,1,5,1,6,1,1,1
278,elected_officials_and_parties,I feel cold towards Joe Biden,1,10,1,7,1,18,1,12,1,21,2,15,1,7,1,2,1,2,1,5,1
279,elected_officials_and_parties,I feel cold towards Republicans,1,13,1,3,1,3,1,5,1,12,1,14,1,21,2,18,1,20,1,14,1
280,elected_officials_and_parties,I feel neutral Democrats,1,20,1,5,1,9,1,11,1,28,2,45,3,30,2,17,1,11,1,11,1
281,elected_officials_and_parties,I feel neutral Donald Trump,1,11,1,4,1,10,1,10,1,20,1,22,2,11,1,8,1,4,1,0,1
282,elected_officials_and_parties,I feel neutral Joe Biden,1,14,1,5,1,8,1,7,1,17,1,28,2,23,2,11,1,8,1,8,1
283,elected_officials_and_parties,I feel neutral Republicans,1,22,2,10,1,10,1,17,1,34,2,45,3,28,2,21,2,13,1,4,1
284,elected_officials_and_parties,I feel very cold towards Democrats,1,31,2,83,5,64,4,75,4,37,2,19,1,14,1,3,1,2,1,8,1
285,elected_officials_and_parties,I feel very cold towards Donald Trump,1,50,3,4,1,8,1,7,1,32,2,41,3,75,4,83,5,88,5,97,5
286,elected_officials_and_parties,I feel very cold towards Joe Biden,1,33,2,88,5,65,4,78,4,39,2,19,1,15,1,5,1,4,1,5,1
287,elected_officials_and_parties,I feel very cold towards Republicans,1,34,2,3,1,7,1,4,1,26,2,20,1,45,3,58,3,63,4,82,5
288,elected_officials_and_parties,I feel very warm towards Democrats,1,22,2,0,1,2,1,0,1,5,1,9,1,13,1,56,3,57,3,44,3
289,elected_officials_and_parties,I feel very warm towards Donald Trump,1,22,2,73,4,54,3,60,4,17,1,13,1,1,1,2,1,0,1,0,1
290,elected_officials_and_parties,I feel very warm towards Joe Biden,1,28,2,0,1,3,1,2,1,13,1,20,1,21,2,63,4,65,4,48,3
291,elected_officials_and_parties,I feel very warm towards Republicans,1,18,1,57,3,49,3,50,3,8,1,9,1,1,1,2,1,1,1,0,1
292,elected_officials_and_parties,I feel warm towards Democrats,1,16,1,1,1,2,1,1,1,9,1,14,1,33,2,22,2,29,2,35,2
293,elected_officials_and_parties,I feel warm towards Donald Trump,1,10,1,16,1,22,2,20,1,18,1,11,1,3,1,2,1,1,1,0,1
294,elected_officials_and_parties,I feel warm towards Joe Biden,1,16,1,0,1,6,1,2,1,10,1,18,1,34,2,18,1,21,2,33,2
295,elected_officials_and_parties,I feel warm towards Republicans,1,13,1,28,2,31,2,23,2,21,2,12,1,4,1,2,1,3,1,0,1
296,elected_officials_and_parties,"I like it a little when political leaders have a degree from a prestigious university, such as Harvard or Stanford",1,14,1,5,1,14,1,7,1,16,1,12,1,18,1,13,1,21,2,22,2
297,elected_officials_and_parties,I like it a little when political leaders have not been vaccinated against COVID-19,1,4,1,4,1,3,1,4,1,4,1,4,1,2,1,3,1,3,1,1,1
298,elected_officials_and_parties,I like it a little when political leaders have served in the military,1,24,2,23,2,29,2,24,2,27,2,25,2,22,2,22,2,28,2,19,1
299,elected_officials_and_parties,I like it a little when political leaders identify as democratic socialist,1,9,1,0,1,2,1,1,1,3,1,6,1,18,1,13,1,20,1,21,2
300,elected_officials_and_parties,I like it a little when political leaders publicly assert that Donald Trump is the legitimate winner of the 2020 election,1,7,1,15,1,14,1,15,1,8,1,6,1,2,1,2,1,2,1,1,1
301,elected_officials_and_parties,"I like it a lot when political leaders have a degree from a prestigious university, such as Harvard or Stanford",1,7,1,1,1,4,1,4,1,5,1,7,1,9,1,13,1,9,1,5,1
302,elected_officials_and_parties,I like it a lot when political leaders have not been vaccinated against COVID-19,1,9,1,12,1,7,1,14,1,7,1,8,1,5,1,9,1,6,1,8,1
303,elected_officials_and_parties,I like it a lot when political leaders have served in the military,1,28,2,51,3,43,3,45,3,29,2,27,2,11,1,26,2,16,1,7,1
304,elected_officials_and_parties,I like it a lot when political leaders identify as democratic socialist,1,8,1,1,1,0,1,2,1,2,1,3,1,14,1,10,1,12,1,39,2
305,elected_officials_and_parties,I like it a lot when political leaders publicly assert that Donald Trump is the legitimate winner of the 2020 election,1,14,1,44,3,26,2,45,3,8,1,9,1,1,1,2,1,0,1,0,1
306,elected_officials_and_parties,"I neither like nor dislike when political leaders have a degree from a prestigious university, such as Harvard or Stanford",1,67,4,72,4,75,4,71,4,64,4,68,4,65,4,62,4,64,4,67,4
307,elected_officials_and_parties,I neither like nor dislike when political leaders have not been vaccinated against COVID-19,1,39,2,67,4,56,3,58,3,55,3,44,3,28,2,23,2,12,1,9,1
308,elected_officials_and_parties,I neither like nor dislike when political leaders have served in the military,1,41,3,23,2,25,2,27,2,35,2,41,3,57,3,43,3,50,3,63,4
309,elected_officials_and_parties,I neither like nor dislike when political leaders identify as democratic socialist,1,37,2,7,1,8,1,17,1,32,2,53,3,52,3,52,3,51,3,35,2
310,elected_officials_and_parties,I neither like nor dislike when political leaders publicly assert that Donald Trump is the legitimate winner of the 2020 election,1,22,2,31,2,36,2,29,2,36,2,30,2,14,1,8,1,6,1,2,1
311,elected_officials_and_parties,I usually feel like none of the candidates represent my views well,1,38,2,21,2,20,1,33,2,73,4,41,3,86,5,28,2,13,1,16,1
312,elected_officials_and_parties,I usually feel like there is at least one candidate who shares most of my views,1,60,4,77,4,78,4,66,4,25,2,55,3,12,1,68,4,84,5,83,5
313,elected_officials_and_parties,I would like to see Donald Trump continue to be a major national political figure for many years to come,1,33,2,83,5,67,4,81,5,35,2,31,2,6,1,6,1,3,1,1,1
314,elected_officials_and_parties,I would not like to see Donald Trump continue to be a major national political figure for many years to come,1,65,4,16,1,31,2,17,1,63,4,67,4,91,5,93,5,97,5,98,5
315,elected_officials_and_parties,It is not at all important that candidates running for high levels of political office have prior government experience,0,10,1,34,2,15,1,17,1,14,1,6,1,5,1,2,1,1,1,2,1
316,elected_officials_and_parties,It is not too important that candidates running for high levels of political office have prior government experience,0,22,2,38,2,35,2,33,2,30,2,16,1,18,1,10,1,14,1,13,1
317,elected_officials_and_parties,It is somewhat important that candidates running for high levels of political office have prior government experience,0,39,2,20,1,37,2,34,2,40,3,42,3,44,3,42,3,44,3,46,3
318,elected_officials_and_parties,It is very important that candidates running for high levels of political office have prior government experience,0,28,2,7,1,12,1,16,1,15,1,35,2,31,2,44,3,38,2,37,2
319,elected_officials_and_parties,The Democractic party does not make me feel angry,0,53,3,10,1,18,1,13,1,45,3,56,3,69,4,77,4,86,5,76,4
320,elected_officials_and_parties,The Democractic party does not make me feel frustrated,0,34,2,6,1,10,1,8,1,27,2,36,2,40,3,56,3,57,3,34,2
321,elected_officials_and_parties,The Democractic party does not make me feel hopeful,0,59,3,97,5,95,5,94,5,83,5,62,4,59,3,24,2,15,1,24,2
322,elected_officials_and_parties,The Democractic party does not make me feel proud,0,73,4,98,5,97,5,96,5,88,5,76,4,84,5,43,3,39,2,56,3
323,elected_officials_and_parties,The Democractic party makes me feel angry,0,45,3,89,5,81,5,87,5,53,3,41,3,30,2,20,1,11,1,23,2
324,elected_officials_and_parties,The Democractic party makes me feel frustrated,0,64,4,93,5,89,5,92,5,71,4,61,4,59,3,42,3,39,2,65,4
325,elected_officials_and_parties,The Democractic party makes me feel hopeful,0,39,2,2,1,4,1,5,1,15,1,35,2,40,3,74,4,82,5,75,4
326,elected_officials_and_parties,The Democractic party makes me feel proud,0,25,2,1,1,3,1,3,1,10,1,20,1,15,1,54,3,57,3,42,3
327,elected_officials_and_parties,The DEMOCRATIC PARTY does represent the interests of people like me too well,0,23,2,13,1,29,2,25,2,41,3,33,2,28,2,12,1,9,1,17,1
328,elected_officials_and_parties,The DEMOCRATIC PARTY does represent the interests of people like me well at all,0,28,2,83,5,59,3,69,4,32,2,14,1,15,1,3,1,1,1,1,1
329,elected_officials_and_parties,The DEMOCRATIC PARTY represent the interests of people like me somewhat well,0,36,2,3,1,8,1,5,1,21,2,42,3,50,3,59,3,63,4,64,4
330,elected_officials_and_parties,The DEMOCRATIC PARTY represent the interests of people like me very well,0,10,1,1,1,2,1,1,1,4,1,4,1,4,1,24,2,23,2,16,1
331,elected_officials_and_parties,The description 'a good role model' describes Joe Biden fairly well ,0,27,2,3,1,6,1,5,1,18,1,27,2,47,3,40,3,37,2,43,3
332,elected_officials_and_parties,The description 'a good role model' describes Joe Biden very well ,0,21,2,0,1,2,1,1,1,7,1,22,2,14,1,46,3,52,3,40,3
333,elected_officials_and_parties,The description 'a good role model' does not at all describe Joe Biden too well ,0,31,2,81,5,65,4,80,5,41,3,24,2,9,1,6,1,1,1,0,1
334,elected_officials_and_parties,The description 'a good role model' does not describe Joe Biden too well ,0,20,1,15,1,27,2,14,1,33,2,26,2,27,2,8,1,8,1,16,1
335,elected_officials_and_parties,The description 'cares about the needs of ordinary people' describes Joe Biden fairly well ,0,29,2,4,1,13,1,5,1,28,2,33,2,43,3,36,2,36,2,45,3
336,elected_officials_and_parties,The description 'cares about the needs of ordinary people' describes Joe Biden very well ,0,24,2,1,1,3,1,2,1,8,1,22,2,19,1,49,3,60,4,47,3
337,elected_officials_and_parties,The description 'cares about the needs of ordinary people' does not at all describe Joe Biden too well ,0,27,2,75,4,52,3,73,4,28,2,22,2,12,1,7,1,1,1,1,1
338,elected_officials_and_parties,The description 'cares about the needs of ordinary people' does not describe Joe Biden too well ,0,19,1,20,1,30,2,20,1,36,2,22,2,24,2,8,1,3,1,6,1
339,elected_officials_and_parties,The description 'honest' describes Joe Biden fairly well ,0,30,2,2,1,8,1,5,1,25,2,37,2,53,3,41,3,42,3,39,2
340,elected_officials_and_parties,The description 'honest' describes Joe Biden very well ,0,20,1,1,1,2,1,2,1,8,1,17,1,13,1,45,3,48,3,45,3
341,elected_officials_and_parties,The description 'honest' does not at all describe Joe Biden too well ,0,28,2,80,5,60,4,73,4,31,2,21,2,11,1,5,1,1,1,0,1
342,elected_officials_and_parties,The description 'honest' does not describe Joe Biden too well ,0,21,2,16,1,30,2,19,1,36,2,25,2,21,2,9,1,8,1,14,1
343,elected_officials_and_parties,The description 'mentally well' describes Joe Biden fairly well ,0,30,2,1,1,5,1,5,1,15,1,30,2,49,3,48,3,49,3,55,3
344,elected_officials_and_parties,The description 'mentally well' describes Joe Biden very well ,0,14,1,0,1,1,1,1,1,5,1,12,1,8,1,30,2,33,2,27,2
345,elected_officials_and_parties,The description 'mentally well' does not at all describe Joe Biden too well ,0,35,2,90,5,77,4,85,5,51,3,29,2,11,1,6,1,2,1,2,1
346,elected_officials_and_parties,The description 'mentally well' does not describe Joe Biden too well ,0,21,2,8,1,16,1,9,1,28,2,28,2,30,2,15,1,14,1,17,1
347,elected_officials_and_parties,The description 'stands up for what he believes in' describes Joe Biden fairly well ,0,33,2,16,1,27,2,18,1,36,2,37,2,50,3,35,2,34,2,38,2
348,elected_officials_and_parties,The description 'stands up for what he believes in' describes Joe Biden very well ,0,28,2,4,1,4,1,4,1,12,1,26,2,19,1,54,3,60,4,50,3
349,elected_officials_and_parties,The description 'stands up for what he believes in' does not at all describe Joe Biden too well ,0,20,1,54,3,40,3,53,3,22,2,15,1,9,1,4,1,0,1,1,1
350,elected_officials_and_parties,The description 'stands up for what he believes in' does not describe Joe Biden too well ,0,19,1,24,2,27,2,23,2,28,2,20,1,19,1,7,1,6,1,11,1
351,elected_officials_and_parties,The description 'takes responsibility for his actions' describes Joe Biden fairly well ,0,27,2,2,1,8,1,5,1,17,1,27,2,41,3,38,2,45,3,42,3
